Time,Motor Voltage,Motor Current,Capacitor Voltage,Capacitor Current,Temperature,Pressure,Humidity
2024-01-01 00:00:00,222.48357076505616,22.798710873172006,393.2482172502562,3.092192442122609,20.68253197517533,95.76240317977297,38.85918641766912
2024-01-01 01:00:00,219.3086784941441,21.849267365825536,398.5548132928448,4.139614989220498,24.84398255530458,95.46585891616147,43.6906916626221
2024-01-01 02:00:00,223.23844269050346,20.11926073984035,392.0758007900004,4.586394466578356,25.09008436022223,82.04356827369985,40.579398164257555
2024-01-01 03:00:00,227.61514928204014,18.706126444588854,396.9203847036096,6.887687657340191,27.36315172921703,96.69909808298563,44.52004181258862
2024-01-01 04:00:00,218.82923312638331,21.39644662722718,381.06385333046217,5.5565531245337585,18.165708183595868,107.32829081821745,47.85849689288811
2024-01-01 05:00:00,218.8293152152541,20.7869707708435,402.1329370737294,3.6645184309001086,27.962836369236655,87.25767880923205,58.371544863313844
2024-01-01 06:00:00,227.89606407753695,21.790386440055464,400.01205475362224,5.486036289417637,11.478041841986125,110.48482651050593,46.78840961294298
2024-01-01 07:00:00,223.83717364576455,21.27034360336394,391.8291136893181,3.4526960110616347,21.850577238180946,104.87774821084338,34.14374293230407
2024-01-01 08:00:00,217.65262807032525,22.09910543063867,406.5924566843241,6.082691053887073,22.558630787742278,92.65766678028962,61.4006784649516
2024-01-01 09:00:00,222.7128002179298,18.929529576878863,409.37570137626557,4.528875348182122,28.166634130356194,98.58470362662153,41.629098663849604
2024-01-01 10:00:00,217.68291153593768,22.63478813126865,383.9244013563103,4.906363811260829,25.113154263384345,115.98321807641034,49.41279572895371
2024-01-01 11:00:00,217.6713512321487,20.3951992093848,392.3727522143379,6.32579664754219,17.972184730718567,107.33547813505866,54.46536506940711
2024-01-01 12:00:00,221.20981135783018,24.15052174525053,392.30857650212704,3.71283643141575,20.075034370914924,100.08783654898147,51.99610418402783
2024-01-01 13:00:00,210.43359877671102,18.621624363820864,390.60096898891135,3.6028818148870085,25.993400047737033,97.62316683039016,60.941795475214754
2024-01-01 14:00:00,211.37541083743483,23.4719276063305,408.2947484193175,4.416400673653995,24.60466329067722,100.7660907045166,54.79003143392759
2024-01-01 15:00:00,217.18856235379513,20.395821566925296,398.06173861227194,6.038378851019317,22.104379451821266,94.88236442057696,41.38690420302892
2024-01-01 16:00:00,214.93584439832787,18.697163992771102,397.3548515868939,3.480653924523158,22.595831052440104,78.95250494280985,71.78562173991662
2024-01-01 17:00:00,221.57123666297636,19.032228331891357,379.9613763559325,2.167844401889431,28.480839985796443,120.42177910534731,51.943334633382335
2024-01-01 18:00:00,215.45987962239394,19.35930538361136,406.3541803020923,4.5488411415910015,22.411537135653926,101.55324999199401,48.52659773378494
2024-01-01 19:00:00,212.93848149332354,20.848331892803834,387.6074160514653,5.55174079991092,24.559543779854632,103.98147265122537,59.63925423055571
2024-01-01 20:00:00,227.32824384460778,21.045670976070998,400.59932630266326,6.2002617497388295,35.849682940402715,99.42092250123092,52.49450945930072
2024-01-01 21:00:00,218.87111849756732,18.85259999212284,402.7737693795819,4.536838637914601,17.881586815580384,92.64883199275413,53.99228192939327
2024-01-01 22:00:00,220.33764102343963,19.951290815478036,413.6065859583865,4.588573392883998,15.740786342126707,98.1407551905123,74.92183998600687
2024-01-01 23:00:00,212.8762590689327,24.284540717223727,386.9117960088089,6.153900734255747,28.917948323993034,84.00605237805689,47.248785717449536
