No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
1.0,3,0,0,0,-3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2
2.0,6,0,0,0,-6,1,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,2
3.0,9,8,0,0,-1,1,0,0,0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2
4.0,12,8,0,0,-4,1,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.0,2
5.0,15,8,0,0,-7,2,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.0,2
6.0,18,16,0,0,-2,2,0,0,0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2
7.0,21,16,0,0,-5,2,0,0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,2
8.0,24,16,0,0,-8,2,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.0,2
9.0,27,16,0,0,-11,2,1,0,0,0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,2
10.0,30,19,0,0,-11,2,1,0,0,0,0.0,0.0,0.2,0.1,0.0,0.0,2
11.0,33,19,0,0,-14,2,1,0,0,0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,2
12.0,36,19,0,0,-17,3,1,0,0,0,0.0,0.0,0.25,0.08333333333333333,0.0,0.0,2
13.0,39,27,0,0,-12,3,1,0,0,0,0.0,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,2
14.0,42,27,0,0,-15,3,1,0,0,0,0.0,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0,2
15.0,45,27,0,0,-18,3,2,0,0,0,0.0,0.0,0.2,0.13333333333333333,0.0,0.0,2
16.0,48,30,0,0,-18,3,2,0,0,0,0.0,0.0,0.1875,0.125,0.0,0.0,2
17.0,51,30,0,0,-21,3,2,0,0,0,0.0,0.0,0.17647058823529413,0.11764705882352941,0.0,0.0,2
18.0,54,30,0,0,-24,4,2,0,0,0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,2
19.0,57,38,0,0,-19,4,2,0,0,0,0.0,0.0,0.21052631578947367,0.10526315789473684,0.0,0.0,2
