No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
1.0,3,0,0,0,-3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.0,6,0,0,0,-6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.0,9,0,0,0,-9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.0,12,0,0,0,-12,1,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.0,1
5.0,15,8,0,0,-7,1,1,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,1
6.0,18,11,0,0,-7,1,1,0,0,0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,1
7.0,21,11,0,0,-10,1,1,0,0,0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,1
8.0,24,11,0,0,-13,1,1,0,0,0,0.0,0.0,0.125,0.125,0.0,0.0,1
9.0,27,11,0,0,-16,2,1,0,0,0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,1
10.0,30,19,0,0,-11,2,1,0,0,0,0.0,0.0,0.2,0.1,0.0,0.0,1
11.0,33,19,0,0,-14,3,1,0,0,0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.0,0.0,1
12.0,36,27,0,0,-9,3,2,0,0,0,0.0,0.0,0.25,0.16666666666666666,0.0,0.0,1
13.0,39,30,0,0,-9,3,2,0,0,0,0.0,0.0,0.23076923076923078,0.15384615384615385,0.0,0.0,1
14.0,42,30,0,0,-12,3,2,0,0,0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.0,0.0,1
15.0,45,30,0,0,-15,3,2,0,0,0,0.0,0.0,0.2,0.13333333333333333,0.0,0.0,1
16.0,48,30,0,0,-18,3,2,0,0,0,0.0,0.0,0.1875,0.125,0.0,0.0,1
17.0,51,30,0,0,-21,4,2,0,0,0,0.0,0.0,0.23529411764705882,0.11764705882352941,0.0,0.0,1
18.0,54,38,0,0,-16,4,2,0,0,0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,1
19.0,57,38,0,0,-19,4,2,0,0,0,0.0,0.0,0.21052631578947367,0.10526315789473684,0.0,0.0,1
20.0,60,38,0,0,-22,4,2,0,0,0,0.0,0.0,0.2,0.1,0.0,0.0,1
21.0,63,38,0,0,-25,4,2,0,0,0,0.0,0.0,0.19047619047619047,0.09523809523809523,0.0,0.0,1
22.0,66,38,0,0,-28,4,2,0,0,0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,1
23.0,69,38,0,0,-31,4,2,0,0,0,0.0,0.0,0.17391304347826086,0.08695652173913043,0.0,0.0,1
24.0,72,38,0,0,-34,5,2,0,0,0,0.0,0.0,0.20833333333333334,0.08333333333333333,0.0,0.0,1
25.0,75,46,0,0,-29,6,2,0,0,0,0.0,0.0,0.24,0.08,0.0,0.0,1
26.0,78,54,0,0,-24,6,2,0,0,0,0.0,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,1
27.0,81,54,0,0,-27,6,2,0,0,0,0.0,0.0,0.2222222222222222,0.07407407407407407,0.0,0.0,1
28.0,84,54,0,0,-30,6,2,0,0,0,0.0,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0,1
29.0,87,54,0,0,-33,6,2,0,0,0,0.0,0.0,0.20689655172413793,0.06896551724137931,0.0,0.0,1
30.0,90,54,0,0,-36,6,2,0,0,0,0.0,0.0,0.2,0.06666666666666667,0.0,0.0,1
31.0,93,54,0,0,-39,6,2,0,0,0,0.0,0.0,0.1935483870967742,0.06451612903225806,0.0,0.0,1
32.0,96,54,0,0,-42,6,2,0,0,0,0.0,0.0,0.1875,0.0625,0.0,0.0,1
33.0,99,54,0,0,-45,7,2,0,0,0,0.0,0.0,0.21212121212121213,0.06060606060606061,0.0,0.0,1
34.0,102,62,0,0,-40,7,2,0,0,0,0.0,0.0,0.20588235294117646,0.058823529411764705,0.0,0.0,1
35.0,105,62,0,0,-43,7,2,0,0,0,0.0,0.0,0.2,0.05714285714285714,0.0,0.0,1
36.0,108,62,0,0,-46,7,2,0,0,0,0.0,0.0,0.19444444444444445,0.05555555555555555,0.0,0.0,1
37.0,111,62,0,0,-49,7,2,0,0,0,0.0,0.0,0.1891891891891892,0.05405405405405406,0.0,0.0,1
