No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
1.0,3,0,0,0,-3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
2.0,6,0,0,0,-6,0,1,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,5
3.0,9,3,0,0,-6,0,1,0,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,5
4.0,12,3,0,0,-9,0,2,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,5
5.0,15,6,0,0,-9,1,2,0,0,0,0.0,0.0,0.2,0.4,0.0,0.0,5
6.0,18,14,0,0,-4,1,2,0,0,0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,5
7.0,21,14,0,0,-7,1,2,0,0,0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,5
8.0,24,14,0,0,-10,1,2,0,0,0,0.0,0.0,0.125,0.25,0.0,0.0,5
9.0,27,14,0,0,-13,2,2,0,0,0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,5
10.0,30,22,0,0,-8,3,2,0,0,0,0.0,0.0,0.3,0.2,0.0,0.0,5
11.0,33,30,0,0,-3,3,2,0,0,0,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.0,5
12.0,36,30,0,0,-6,3,2,0,0,0,0.0,0.0,0.25,0.16666666666666666,0.0,0.0,5
13.0,39,30,0,0,-9,3,2,0,0,0,0.0,0.0,0.23076923076923078,0.15384615384615385,0.0,0.0,5
14.0,42,30,0,0,-12,3,2,1,0,0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.0,0.07142857142857142,5
15.0,45,32,0,0,-13,4,2,1,0,0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.0,0.06666666666666667,5
16.0,48,40,0,0,-8,5,2,1,0,0,0.0,0.0,0.3125,0.125,0.0,0.0625,5
17.0,51,48,0,0,-3,5,2,1,0,0,0.0,0.0,0.29411764705882354,0.11764705882352941,0.0,0.058823529411764705,5
18.0,54,48,0,0,-6,6,2,1,0,0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.05555555555555555,5
19.0,57,56,0,0,-1,6,2,1,0,0,0.0,0.0,0.3157894736842105,0.10526315789473684,0.0,0.05263157894736842,5
20.0,60,56,0,0,-4,7,2,1,0,0,0.0,0.0,0.35,0.1,0.0,0.05,5
21.0,63,64,0,0,1,7,2,1,0,0,0.0,0.0,0.3333333333333333,0.09523809523809523,0.0,0.047619047619047616,5
22.0,66,64,0,0,-2,7,2,1,0,0,0.0,0.0,0.3181818181818182,0.09090909090909091,0.0,0.045454545454545456,5
23.0,69,64,0,0,-5,7,2,1,0,0,0.0,0.0,0.30434782608695654,0.08695652173913043,0.0,0.043478260869565216,5
24.0,72,64,0,0,-8,7,2,1,0,0,0.0,0.0,0.2916666666666667,0.08333333333333333,0.0,0.041666666666666664,5
25.0,75,64,0,0,-11,7,3,1,0,0,0.0,0.0,0.28,0.12,0.0,0.04,5
26.0,78,67,0,0,-11,7,3,1,0,0,0.0,0.0,0.2692307692307692,0.11538461538461539,0.0,0.038461538461538464,5
27.0,81,67,0,0,-14,7,3,1,0,0,0.0,0.0,0.25925925925925924,0.1111111111111111,0.0,0.037037037037037035,5
28.0,84,67,0,0,-17,7,3,1,0,0,0.0,0.0,0.25,0.10714285714285714,0.0,0.03571428571428571,5
29.0,87,67,0,0,-20,7,3,1,0,0,0.0,0.0,0.2413793103448276,0.10344827586206896,0.0,0.034482758620689655,5
30.0,90,67,0,0,-23,7,3,1,0,0,0.0,0.0,0.23333333333333334,0.1,0.0,0.03333333333333333,5
31.0,93,67,0,0,-26,7,4,1,0,0,0.0,0.0,0.22580645161290322,0.12903225806451613,0.0,0.03225806451612903,5
32.0,96,70,0,0,-26,7,4,1,0,0,0.0,0.0,0.21875,0.125,0.0,0.03125,5
33.0,99,70,0,0,-29,8,4,1,0,0,0.0,0.0,0.24242424242424243,0.12121212121212122,0.0,0.030303030303030304,5
34.0,102,78,0,0,-24,9,4,1,0,0,0.0,0.0,0.2647058823529412,0.11764705882352941,0.0,0.029411764705882353,5
35.0,105,86,0,0,-19,9,4,1,0,0,0.0,0.0,0.2571428571428571,0.11428571428571428,0.0,0.02857142857142857,5
36.0,108,86,0,0,-22,9,4,1,0,0,0.0,0.0,0.25,0.1111111111111111,0.0,0.027777777777777776,5
37.0,111,86,0,0,-25,9,4,1,0,0,0.0,0.0,0.24324324324324326,0.10810810810810811,0.0,0.02702702702702703,5
38.0,114,86,0,0,-28,9,4,1,0,0,0.0,0.0,0.23684210526315788,0.10526315789473684,0.0,0.02631578947368421,5
39.0,117,86,0,0,-31,9,4,1,0,0,0.0,0.0,0.23076923076923078,0.10256410256410256,0.0,0.02564102564102564,5
40.0,120,86,0,0,-34,9,4,1,0,0,0.0,0.0,0.225,0.1,0.0,0.025,5
41.0,123,86,0,0,-37,9,4,1,0,0,0.0,0.0,0.21951219512195122,0.0975609756097561,0.0,0.024390243902439025,5
42.0,126,86,0,0,-40,9,4,1,0,0,0.0,0.0,0.21428571428571427,0.09523809523809523,0.0,0.023809523809523808,5
43.0,129,86,0,0,-43,10,4,1,0,0,0.0,0.0,0.23255813953488372,0.09302325581395349,0.0,0.023255813953488372,5
44.0,132,94,0,0,-38,10,4,1,0,0,0.0,0.0,0.22727272727272727,0.09090909090909091,0.0,0.022727272727272728,5
45.0,135,94,0,0,-41,10,4,1,0,0,0.0,0.0,0.2222222222222222,0.08888888888888889,0.0,0.022222222222222223,5
46.0,138,94,0,0,-44,11,4,1,0,0,0.0,0.0,0.2391304347826087,0.08695652173913043,0.0,0.021739130434782608,5
47.0,141,102,0,0,-39,12,4,1,0,0,0.0,0.0,0.2553191489361702,0.0851063829787234,0.0,0.02127659574468085,5
48.0,144,110,0,0,-34,12,4,1,0,0,0.0,0.0,0.25,0.08333333333333333,0.0,0.020833333333333332,5
49.0,147,110,0,0,-37,12,4,1,0,0,0.0,0.0,0.24489795918367346,0.08163265306122448,0.0,0.02040816326530612,5
50.0,150,110,0,0,-40,12,5,1,0,0,0.0,0.0,0.24,0.1,0.0,0.02,5
51.0,153,113,0,0,-40,13,5,1,0,0,0.0,0.0,0.2549019607843137,0.09803921568627451,0.0,0.0196078431372549,5
52.0,156,121,0,0,-35,14,5,1,0,0,0.0,0.0,0.2692307692307692,0.09615384615384616,0.0,0.019230769230769232,5
53.0,159,129,0,0,-30,14,5,1,0,0,0.0,0.0,0.2641509433962264,0.09433962264150944,0.0,0.018867924528301886,5
54.0,162,129,0,0,-33,14,6,1,0,0,0.0,0.0,0.25925925925925924,0.1111111111111111,0.0,0.018518518518518517,5
55.0,165,132,0,0,-33,14,6,1,0,0,0.0,0.0,0.2545454545454545,0.10909090909090909,0.0,0.01818181818181818,5
56.0,168,132,0,0,-36,14,7,1,0,0,0.0,0.0,0.25,0.125,0.0,0.017857142857142856,5
57.0,171,135,0,0,-36,14,8,1,0,0,0.0,0.0,0.24561403508771928,0.14035087719298245,0.0,0.017543859649122806,5
58.0,174,138,0,0,-36,15,8,1,0,0,0.0,0.0,0.25862068965517243,0.13793103448275862,0.0,0.017241379310344827,5
59.0,177,146,0,0,-31,15,8,1,0,0,0.0,0.0,0.2542372881355932,0.13559322033898305,0.0,0.01694915254237288,5
60.0,180,146,0,0,-34,15,8,1,0,0,0.0,0.0,0.25,0.13333333333333333,0.0,0.016666666666666666,5
61.0,183,146,0,0,-37,15,8,1,0,0,0.0,0.0,0.2459016393442623,0.13114754098360656,0.0,0.01639344262295082,5
62.0,186,146,0,0,-40,15,8,1,0,0,0.0,0.0,0.24193548387096775,0.12903225806451613,0.0,0.016129032258064516,5
63.0,189,146,0,0,-43,15,8,1,0,0,0.0,0.0,0.23809523809523808,0.12698412698412698,0.0,0.015873015873015872,5
64.0,192,146,0,0,-46,15,8,1,0,0,0.0,0.0,0.234375,0.125,0.0,0.015625,5
65.0,195,146,0,0,-49,16,8,1,0,0,0.0,0.0,0.24615384615384617,0.12307692307692308,0.0,0.015384615384615385,5
66.0,198,154,0,0,-44,16,8,1,0,0,0.0,0.0,0.24242424242424243,0.12121212121212122,0.0,0.015151515151515152,5
67.0,201,154,0,0,-47,16,8,1,0,0,0.0,0.0,0.23880597014925373,0.11940298507462686,0.0,0.014925373134328358,5
68.0,204,154,0,0,-50,17,8,1,0,0,0.0,0.0,0.25,0.11764705882352941,0.0,0.014705882352941176,5
69.0,207,162,0,0,-45,17,9,1,0,0,0.0,0.0,0.2463768115942029,0.13043478260869565,0.0,0.014492753623188406,5
70.0,210,165,0,0,-45,17,9,1,0,0,0.0,0.0,0.24285714285714285,0.12857142857142856,0.0,0.014285714285714285,5
71.0,213,165,0,0,-48,17,9,1,0,0,0.0,0.0,0.23943661971830985,0.1267605633802817,0.0,0.014084507042253521,5
72.0,216,165,0,0,-51,17,9,1,0,0,0.0,0.0,0.2361111111111111,0.125,0.0,0.013888888888888888,5
73.0,219,165,0,0,-54,17,9,1,0,0,0.0,0.0,0.2328767123287671,0.1232876712328767,0.0,0.0136986301369863,5
74.0,222,165,0,0,-57,17,9,1,0,0,0.0,0.0,0.22972972972972974,0.12162162162162163,0.0,0.013513513513513514,5
75.0,223,165,1,0,-58,17,9,1,0,0,0.013333333333333334,0.0,0.22666666666666666,0.12,0.0,0.013333333333333334,5
76.0,242,285,1,0,43,17,9,1,0,0,0.013157894736842105,0.0,0.2236842105263158,0.11842105263157894,0.0,0.013157894736842105,5
77.0,245,285,1,0,40,17,9,1,0,0,0.012987012987012988,0.0,0.22077922077922077,0.11688311688311688,0.0,0.012987012987012988,5
78.0,248,285,1,0,37,18,9,1,0,0,0.01282051282051282,0.0,0.23076923076923078,0.11538461538461539,0.0,0.01282051282051282,5
79.0,251,293,1,0,42,18,9,1,0,0,0.012658227848101266,0.0,0.22784810126582278,0.11392405063291139,0.0,0.012658227848101266,5
80.0,254,293,1,0,39,18,9,1,0,0,0.0125,0.0,0.225,0.1125,0.0,0.0125,5
81.0,257,293,1,0,36,18,10,1,0,0,0.012345679012345678,0.0,0.2222222222222222,0.12345679012345678,0.0,0.012345679012345678,5
82.0,260,296,1,0,36,18,10,1,0,0,0.012195121951219513,0.0,0.21951219512195122,0.12195121951219512,0.0,0.012195121951219513,5
83.0,263,296,1,0,33,19,10,1,0,0,0.012048192771084338,0.0,0.2289156626506024,0.12048192771084337,0.0,0.012048192771084338,5
84.0,266,304,1,0,38,19,10,1,0,0,0.011904761904761904,0.0,0.2261904761904762,0.11904761904761904,0.0,0.011904761904761904,5
85.0,269,304,1,0,35,19,10,1,0,0,0.011764705882352941,0.0,0.2235294117647059,0.11764705882352941,0.0,0.011764705882352941,5
86.0,272,304,1,0,32,19,10,1,0,0,0.011627906976744186,0.0,0.22093023255813954,0.11627906976744186,0.0,0.011627906976744186,5
87.0,275,304,1,0,29,19,10,1,0,0,0.011494252873563218,0.0,0.21839080459770116,0.11494252873563218,0.0,0.011494252873563218,5
88.0,278,304,1,0,26,19,10,1,0,0,0.011363636363636364,0.0,0.2159090909090909,0.11363636363636363,0.0,0.011363636363636364,5
89.0,281,304,1,0,23,19,10,1,0,0,0.011235955056179775,0.0,0.21348314606741572,0.11235955056179775,0.0,0.011235955056179775,5
90.0,284,304,1,0,20,19,10,1,0,0,0.011111111111111112,0.0,0.2111111111111111,0.1111111111111111,0.0,0.011111111111111112,5
91.0,287,304,1,0,17,19,10,1,0,0,0.01098901098901099,0.0,0.2087912087912088,0.10989010989010989,0.0,0.01098901098901099,5
92.0,290,304,1,0,14,19,10,1,0,0,0.010869565217391304,0.0,0.20652173913043478,0.10869565217391304,0.0,0.010869565217391304,5
93.0,293,304,1,0,11,19,10,1,0,0,0.010752688172043012,0.0,0.20430107526881722,0.10752688172043011,0.0,0.010752688172043012,5
94.0,296,304,1,0,8,19,10,1,0,0,0.010638297872340425,0.0,0.20212765957446807,0.10638297872340426,0.0,0.010638297872340425,5
95.0,299,304,1,0,5,19,10,1,0,0,0.010526315789473684,0.0,0.2,0.10526315789473684,0.0,0.010526315789473684,5
96.0,302,304,1,0,2,19,10,1,0,0,0.010416666666666666,0.0,0.19791666666666666,0.10416666666666667,0.0,0.010416666666666666,5
97.0,305,304,1,0,-1,19,11,1,0,0,0.010309278350515464,0.0,0.1958762886597938,0.1134020618556701,0.0,0.010309278350515464,5
98.0,308,307,1,0,-1,19,11,1,0,0,0.01020408163265306,0.0,0.19387755102040816,0.11224489795918367,0.0,0.01020408163265306,5
99.0,311,307,1,0,-4,19,12,1,0,0,0.010101010101010102,0.0,0.1919191919191919,0.12121212121212122,0.0,0.010101010101010102,5
100.0,314,310,1,0,-4,19,12,1,0,0,0.01,0.0,0.19,0.12,0.0,0.01,5
101.0,317,310,1,0,-7,20,12,1,0,0,0.009900990099009901,0.0,0.19801980198019803,0.1188118811881188,0.0,0.009900990099009901,5
102.0,320,318,1,0,-2,20,12,1,0,0,0.00980392156862745,0.0,0.19607843137254902,0.11764705882352941,0.0,0.00980392156862745,5
103.0,323,318,1,0,-5,20,12,1,0,0,0.009708737864077669,0.0,0.1941747572815534,0.11650485436893204,0.0,0.009708737864077669,5
104.0,326,318,1,0,-8,21,12,1,0,0,0.009615384615384616,0.0,0.20192307692307693,0.11538461538461539,0.0,0.009615384615384616,5
