No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
1.0,3,0,0,0,0,0,0,0,0,6
2.0,6,0,0,0,0,0,1,0,0,6
3.0,9,2,0,0,0,0,1,0,0,6
4.0,12,16,0,0,0,0,1,0,0,6
5.0,15,16,0,0,0,0,1,0,0,6
6.0,18,16,0,0,0,0,1,0,0,6
7.0,21,16,0,0,0,0,1,0,0,6
8.0,24,16,0,0,0,0,2,0,0,6
9.0,27,18,0,0,0,0,2,0,0,6
10.0,30,18,0,0,0,1,2,0,0,6
11.0,33,21,0,0,0,1,2,0,0,6
12.0,36,21,0,0,0,1,3,0,0,6
13.0,39,23,0,0,0,2,3,0,0,6
14.0,42,26,0,0,0,2,3,0,0,6
15.0,45,26,0,0,0,2,3,0,0,6
16.0,48,26,0,0,0,3,3,0,0,6
17.0,51,29,0,0,0,3,3,0,0,6
18.0,54,29,0,0,0,3,3,0,0,6
19.0,57,29,0,0,0,3,3,0,0,6
20.0,60,29,0,0,1,3,3,0,0,6
21.0,63,37,0,0,2,3,3,0,0,6
22.0,66,45,0,0,2,3,3,0,0,6
23.0,69,45,0,0,2,3,3,0,0,6
24.0,72,45,0,0,2,3,3,0,0,6
25.0,75,45,0,0,2,4,3,0,0,6
26.0,78,48,0,0,2,4,3,0,0,6
27.0,81,48,0,0,2,4,3,0,0,6
28.0,84,48,0,0,2,4,3,0,0,6
29.0,87,48,0,0,2,5,3,0,0,6
30.0,90,51,0,0,3,5,3,0,0,6
31.0,93,59,0,0,3,5,4,0,0,6
32.0,96,61,0,0,3,6,4,0,0,6
33.0,99,64,0,0,3,6,4,0,0,6
34.0,102,64,0,0,3,6,4,0,0,6
35.0,105,64,0,0,3,6,4,0,0,6
36.0,108,64,0,0,4,6,4,0,0,6
37.0,111,72,0,0,4,6,4,0,0,6
38.0,114,72,0,0,4,7,4,0,0,6
39.0,117,75,0,0,4,7,4,0,0,6
40.0,120,75,0,0,5,7,4,0,0,6
41.0,123,83,0,0,5,7,4,0,0,6
42.0,126,83,0,0,5,7,4,0,0,6
43.0,129,83,0,0,5,7,4,0,0,6
44.0,132,83,0,0,5,7,4,0,0,6
45.0,135,83,0,0,6,7,4,0,0,6
46.0,138,91,0,0,6,7,4,0,0,6
47.0,141,91,0,0,6,7,4,0,0,6
48.0,144,91,0,0,6,7,4,0,0,6
49.0,147,91,0,0,6,7,4,0,0,6
50.0,150,91,0,0,6,8,4,0,0,6
51.0,153,94,0,0,6,8,4,0,0,6
52.0,156,94,0,0,6,8,4,0,0,6
53.0,159,94,0,0,6,8,4,0,0,6
54.0,162,94,0,0,6,8,4,0,0,6
55.0,165,94,0,0,6,8,4,0,0,6
56.0,168,94,0,0,6,8,4,0,0,6
57.0,171,94,0,0,6,9,4,0,0,6
58.0,174,97,0,0,6,9,4,0,0,6
59.0,177,97,0,0,6,9,4,0,0,6
60.0,180,97,0,0,6,9,4,0,0,6
61.0,183,97,0,0,6,9,4,0,0,6
62.0,186,97,0,0,7,9,4,0,0,6
63.0,189,105,0,0,8,9,4,0,0,6
64.0,192,113,0,0,9,9,4,0,0,6
65.0,195,121,0,0,9,9,4,0,0,6
66.0,198,121,0,0,9,9,4,0,0,6
67.0,201,121,0,0,9,9,4,0,0,6
68.0,204,121,0,0,10,9,4,0,0,6
69.0,207,129,0,0,11,9,4,0,0,6
70.0,210,137,0,0,11,9,4,0,0,6
71.0,213,137,0,0,11,9,4,0,0,6
72.0,216,137,0,0,11,9,4,0,0,6
73.0,219,137,0,0,12,9,4,0,0,6
74.0,222,145,0,0,12,10,4,0,0,6
75.0,225,148,0,0,13,10,4,0,0,6
76.0,228,156,0,0,13,10,5,0,0,6
77.0,231,158,0,0,13,10,5,0,0,6
78.0,234,158,0,0,13,10,5,0,0,6
79.0,237,158,0,0,13,11,5,0,0,6
80.0,240,161,0,0,13,11,5,0,0,6
81.0,243,161,0,0,13,12,5,0,0,6
82.0,246,164,0,0,13,12,5,0,0,6
83.0,249,164,0,0,13,13,5,0,0,6
84.0,252,167,0,0,13,13,5,0,0,6
85.0,255,167,0,0,14,13,5,0,0,6
86.0,258,175,0,0,14,13,5,0,0,6
87.0,261,175,0,0,15,13,5,0,0,6
88.0,264,183,0,0,15,14,5,0,0,6
89.0,267,186,0,0,15,14,5,0,0,6
90.0,270,186,0,0,15,14,5,0,0,6
91.0,273,186,0,0,16,14,5,0,0,6
92.0,276,194,0,0,16,14,5,0,0,6
93.0,279,194,0,0,16,14,5,0,0,6
94.0,282,194,0,0,17,14,5,0,0,6
95.0,285,202,0,0,17,15,5,0,0,6
96.0,288,205,0,0,17,15,5,0,0,6
97.0,291,205,0,0,17,16,5,0,0,6
98.0,294,208,0,0,17,17,5,0,0,6
99.0,297,211,0,0,17,17,5,0,0,6
100.0,300,211,0,0,17,17,6,0,0,6
101.0,303,213,0,0,17,17,6,0,0,6
102.0,306,213,0,0,17,17,6,0,0,6
103.0,309,213,0,0,17,17,6,0,0,6
104.0,312,213,0,0,17,17,6,0,0,6
105.0,315,213,0,0,18,17,6,0,0,6
106.0,318,221,0,0,18,17,7,0,0,6
107.0,321,223,0,0,18,17,7,0,0,6
108.0,322,223,1,0,18,17,7,0,0,6
109.0,341,335,1,0,18,17,7,0,0,6
110.0,344,335,1,0,19,17,7,0,0,6
111.0,347,343,1,0,19,17,7,0,0,6
112.0,350,343,1,0,19,17,7,0,0,6
113.0,353,343,1,0,19,17,7,0,0,6
114.0,356,343,1,0,20,17,7,0,0,6
115.0,359,351,1,0,20,17,7,0,0,6
116.0,362,351,1,0,20,17,7,0,0,6
117.0,365,351,1,0,20,17,7,0,0,6
118.0,368,351,1,0,21,17,7,0,0,6
119.0,371,359,1,0,21,17,7,0,0,6
120.0,374,359,1,0,21,17,7,0,0,6
121.0,377,359,1,0,22,17,7,0,0,6
122.0,380,367,1,0,22,17,7,0,0,6
123.0,383,367,1,0,22,17,7,0,0,6
124.0,386,367,1,0,22,17,7,0,0,6
125.0,389,367,1,0,22,17,7,0,0,6
126.0,392,367,1,0,22,17,7,0,0,6
127.0,395,367,1,0,22,18,7,0,0,6
128.0,398,370,1,0,23,18,7,0,0,6
129.0,401,378,1,0,23,19,7,0,0,6
130.0,404,381,1,0,23,19,7,0,0,6
131.0,407,381,1,0,24,19,7,0,0,6
132.0,410,389,1,0,24,19,7,0,0,6
133.0,413,389,1,0,24,19,7,0,0,6
134.0,416,389,1,0,24,19,7,0,0,6
135.0,419,389,1,0,24,19,7,0,0,6
136.0,422,389,1,0,24,19,7,0,0,6
137.0,425,389,1,0,24,19,7,0,0,6
138.0,428,389,1,0,24,19,7,0,0,6
139.0,431,389,1,0,24,19,7,0,0,6
140.0,434,389,1,0,24,20,7,0,0,6
141.0,437,392,1,0,24,20,7,0,0,6
142.0,440,392,1,0,24,21,7,0,0,6
143.0,443,395,1,0,24,21,7,0,0,6
144.0,446,395,1,0,24,22,7,0,0,6
145.0,449,398,1,0,24,22,7,0,0,6
146.0,452,398,1,0,25,22,7,0,0,6
147.0,455,406,1,0,25,22,7,0,0,6
148.0,458,406,1,0,25,23,7,0,0,6
149.0,461,409,1,0,25,23,8,0,0,6
150.0,464,411,1,0,26,23,8,0,0,6
151.0,467,419,1,0,26,23,8,0,0,6
152.0,470,419,1,0,26,23,8,0,0,6
153.0,473,419,1,0,26,23,8,0,0,6
154.0,476,419,1,0,26,24,8,0,0,6
155.0,479,422,1,0,26,24,8,0,0,6
156.0,482,422,1,0,26,24,8,0,0,6
157.0,485,422,1,0,26,24,8,0,0,6
158.0,488,422,1,0,27,24,8,0,0,6
159.0,491,430,1,0,27,25,8,0,0,6
160.0,494,433,1,0,27,25,8,0,0,6
161.0,497,433,1,0,27,25,8,0,0,6
162.0,500,433,1,0,27,25,8,0,0,6
163.0,503,433,1,0,27,25,8,0,0,6
164.0,506,433,1,0,27,25,8,0,0,6
165.0,509,433,1,0,27,25,8,0,0,6
166.0,512,433,1,0,27,25,8,0,0,6
167.0,515,433,1,0,27,26,8,0,0,6
168.0,518,436,1,0,27,27,8,0,0,6
169.0,521,439,1,0,27,27,8,0,0,6
170.0,524,439,1,0,27,27,8,0,0,6
171.0,527,439,1,0,27,27,8,0,0,6
172.0,530,439,1,0,27,27,8,0,0,6
173.0,533,439,1,0,27,27,8,0,0,6
174.0,536,439,1,0,27,27,8,0,0,6
175.0,539,439,1,0,27,27,8,0,0,6
176.0,542,439,1,0,27,27,8,0,0,6
177.0,545,439,1,0,27,28,8,0,0,6
178.0,548,442,1,0,28,28,8,0,0,6
179.0,551,450,1,0,28,28,8,0,0,6
180.0,554,450,1,0,28,29,8,0,0,6
181.0,557,453,1,0,28,29,8,0,0,6
182.0,560,453,1,0,28,29,8,0,0,6
183.0,563,453,1,0,28,29,8,0,0,6
184.0,566,453,1,0,28,29,8,0,0,6
185.0,569,453,1,0,28,30,8,0,0,6
186.0,572,456,1,0,28,31,8,0,0,6
187.0,575,459,1,0,28,32,8,0,0,6
188.0,578,462,1,0,28,32,8,0,0,6
189.0,581,462,1,0,28,32,8,0,0,6
190.0,584,462,1,0,28,32,8,0,0,6
191.0,587,462,1,0,29,32,8,0,0,6
192.0,590,470,1,0,29,32,8,0,0,6
193.0,593,470,1,0,29,32,8,0,0,6
194.0,596,470,1,0,29,33,8,0,0,6
195.0,599,473,1,0,29,33,8,0,0,6
196.0,602,473,1,0,29,33,8,0,0,6
197.0,605,473,1,0,30,33,8,0,0,6
198.0,608,481,1,0,30,33,8,0,0,6
199.0,611,481,1,0,30,33,8,0,0,6
200.0,614,481,1,0,30,33,8,0,0,6
201.0,617,481,1,0,30,34,8,0,0,6
202.0,620,484,1,0,30,34,8,0,0,6
203.0,623,484,1,0,30,34,8,0,0,6
204.0,626,484,1,0,30,34,8,0,0,6
205.0,629,484,1,0,30,34,8,0,0,6
