No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
1.0,3,0,0,0,0,0,0,0,0,2
2.0,6,0,0,0,1,0,0,0,0,2
3.0,9,8,0,0,1,0,0,0,0,2
4.0,12,8,0,0,1,0,0,0,0,2
5.0,15,8,0,0,2,0,0,0,0,2
6.0,18,16,0,0,2,0,0,0,0,2
7.0,21,16,0,0,2,0,0,0,0,2
8.0,24,16,0,0,2,0,0,0,0,2
9.0,27,16,0,0,2,1,0,0,0,2
10.0,30,19,0,0,2,1,0,0,0,2
11.0,33,19,0,0,2,1,0,0,0,2
12.0,36,19,0,0,3,1,0,0,0,2
13.0,39,27,0,0,3,1,0,0,0,2
14.0,42,27,0,0,3,1,0,0,0,2
15.0,45,27,0,0,3,2,0,0,0,2
16.0,48,30,0,0,3,2,0,0,0,2
17.0,51,30,0,0,3,2,0,0,0,2
18.0,54,30,0,0,4,2,0,0,0,2
19.0,57,38,0,0,4,2,0,0,0,2
20.0,60,38,0,0,4,2,0,0,0,2
21.0,63,38,0,0,4,2,0,0,0,2
22.0,66,38,0,0,4,2,0,0,0,2
23.0,69,38,0,0,4,2,0,0,0,2
24.0,72,38,0,0,4,2,0,0,0,2
25.0,75,38,0,0,4,2,0,0,0,2
26.0,78,38,0,0,4,2,0,0,0,2
27.0,81,38,0,0,5,2,0,0,0,2
28.0,84,46,0,0,5,2,0,0,0,2
29.0,87,46,0,0,5,2,0,0,0,2
30.0,90,46,0,0,5,3,0,0,0,2
31.0,93,49,0,0,5,3,0,0,0,2
32.0,96,49,0,0,5,3,0,0,0,2
33.0,99,49,0,0,5,3,0,0,0,2
34.0,102,49,0,0,5,3,0,0,0,2
35.0,105,49,0,0,5,3,0,0,0,2
36.0,108,49,0,0,5,3,0,0,0,2
37.0,111,49,0,0,5,3,0,0,0,2
38.0,114,49,0,0,5,3,0,0,0,2
39.0,117,49,0,0,5,3,0,0,0,2
40.0,120,49,0,0,5,3,0,0,0,2
41.0,123,49,0,0,6,3,0,0,0,2
42.0,126,57,0,0,6,3,0,0,0,2
43.0,129,57,0,0,6,3,0,0,0,2
44.0,132,57,0,0,6,3,0,0,0,2
45.0,135,57,0,0,6,4,0,0,0,2
46.0,138,60,0,0,6,4,0,0,0,2
47.0,141,60,0,0,6,4,0,0,0,2
48.0,144,60,0,0,6,4,0,0,0,2
49.0,147,60,0,0,7,4,0,0,0,2
50.0,150,68,0,0,7,4,0,0,0,2
51.0,153,68,0,0,7,4,0,0,0,2
52.0,156,68,0,0,7,4,0,0,0,2
53.0,159,68,0,0,7,4,0,0,0,2
54.0,162,68,0,0,8,4,0,0,0,2
55.0,165,76,0,0,8,4,0,0,0,2
56.0,168,76,0,0,8,4,0,0,0,2
57.0,171,76,0,0,8,4,0,0,0,2
58.0,174,76,0,0,9,4,0,0,0,2
59.0,177,84,0,0,9,4,0,0,0,2
60.0,180,84,0,0,9,4,0,0,0,2
61.0,183,84,0,0,9,4,0,0,0,2
62.0,186,84,0,0,9,4,0,0,0,2
63.0,189,84,0,0,9,4,0,0,0,2
64.0,192,84,0,0,9,4,0,0,0,2
65.0,195,84,0,0,9,4,0,0,0,2
66.0,198,84,0,0,9,4,0,0,0,2
67.0,201,84,0,0,9,4,0,0,0,2
68.0,204,84,0,0,9,4,0,0,0,2
69.0,207,84,0,0,9,4,0,0,0,2
70.0,210,84,0,0,9,5,0,0,0,2
71.0,213,87,0,0,9,5,0,0,0,2
72.0,216,87,0,0,9,5,0,0,0,2
73.0,219,87,0,0,9,5,0,0,0,2
74.0,222,87,0,0,9,5,0,0,0,2
75.0,225,87,0,0,10,5,0,0,0,2
76.0,228,95,0,0,10,5,0,0,0,2
77.0,231,95,0,0,10,6,0,0,0,2
78.0,234,98,0,0,10,6,0,0,0,2
79.0,237,98,0,0,10,6,0,0,0,2
80.0,240,98,0,0,10,6,0,0,0,2
81.0,243,98,0,0,10,6,0,0,0,2
82.0,246,98,0,0,10,6,0,0,0,2
83.0,249,98,0,0,10,6,0,0,0,2
84.0,252,98,0,0,10,6,0,0,0,2
85.0,255,98,0,0,10,6,0,0,0,2
86.0,258,98,0,0,10,6,0,0,0,2
87.0,261,98,0,0,11,6,0,0,0,2
88.0,264,106,0,0,11,6,0,0,0,2
89.0,267,106,0,0,12,6,0,0,0,2
90.0,270,114,0,0,12,6,0,0,0,2
91.0,273,114,0,0,12,7,0,0,0,2
92.0,276,117,0,0,12,7,0,0,0,2
93.0,279,117,0,0,13,7,0,0,0,2
94.0,282,125,0,0,13,7,0,0,0,2
95.0,285,125,0,0,13,7,0,0,0,2
96.0,288,125,0,0,13,7,0,0,0,2
