No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
1.0,3,0,0,0,0,1,0,0,0,1
2.0,6,3,0,0,0,1,0,0,0,1
3.0,9,3,0,0,0,1,0,0,0,1
4.0,12,3,0,0,0,1,1,0,0,1
5.0,15,5,0,0,0,1,1,0,0,1
6.0,18,5,0,0,0,1,1,0,0,1
7.0,21,5,0,0,0,1,1,0,0,1
8.0,24,5,0,0,0,1,1,0,0,1
9.0,27,5,0,0,0,1,1,0,0,1
10.0,30,5,0,0,0,1,1,0,0,1
11.0,33,5,0,0,1,1,1,0,0,1
12.0,36,13,0,0,1,1,1,0,0,1
13.0,39,13,0,0,1,1,1,0,0,1
14.0,42,13,0,0,1,1,1,0,0,1
15.0,45,13,0,0,1,1,1,0,0,1
16.0,48,13,0,0,2,1,1,0,0,1
17.0,51,21,0,0,2,1,1,0,0,1
18.0,54,21,0,0,2,2,1,0,0,1
19.0,57,24,0,0,2,2,1,0,0,1
20.0,60,24,0,0,2,2,1,0,0,1
21.0,63,24,0,0,3,2,1,0,0,1
22.0,66,32,0,0,3,2,1,0,0,1
23.0,69,32,0,0,4,2,1,0,0,1
24.0,72,40,0,0,4,2,2,0,0,1
25.0,75,42,0,0,4,2,2,0,0,1
26.0,78,42,0,0,4,2,2,0,0,1
27.0,81,42,0,0,4,2,2,0,0,1
28.0,84,42,0,0,4,2,2,0,0,1
29.0,87,42,0,0,4,3,2,0,0,1
30.0,90,45,0,0,4,3,2,0,0,1
31.0,93,45,0,0,4,3,2,0,0,1
32.0,96,45,0,0,4,3,2,0,0,1
33.0,99,45,0,0,5,3,2,0,0,1
34.0,102,53,0,0,6,3,2,0,0,1
35.0,105,61,0,0,7,3,2,0,0,1
36.0,108,69,0,0,8,3,2,0,0,1
37.0,111,77,0,0,8,3,2,0,0,1
38.0,114,77,0,0,8,3,2,0,0,1
39.0,117,77,0,0,8,3,2,0,0,1
40.0,120,77,0,0,8,4,2,0,0,1
41.0,123,80,0,0,9,4,2,0,0,1
42.0,126,88,0,0,9,4,2,0,0,1
43.0,129,88,0,0,9,4,2,0,0,1
44.0,132,88,0,0,9,4,2,0,0,1
45.0,135,88,0,0,9,5,2,0,0,1
46.0,138,91,0,0,9,5,2,0,0,1
47.0,141,91,0,0,9,5,2,0,0,1
48.0,144,91,0,0,9,5,2,0,0,1
49.0,147,91,0,0,10,5,2,0,0,1
50.0,150,99,0,0,10,5,2,0,0,1
51.0,153,99,0,0,10,5,2,0,0,1
52.0,156,99,0,0,10,5,2,0,0,1
53.0,159,99,0,0,10,5,2,0,0,1
54.0,162,99,0,0,10,5,2,0,0,1
55.0,165,99,0,0,10,5,2,0,0,1
56.0,168,99,0,0,10,5,2,0,0,1
57.0,171,99,0,0,11,5,2,0,0,1
58.0,174,107,0,0,12,5,2,0,0,1
59.0,177,115,0,0,12,6,2,0,0,1
60.0,180,118,0,0,12,6,2,0,0,1
61.0,183,118,0,0,12,6,2,0,0,1
62.0,186,118,0,0,12,6,2,0,0,1
63.0,189,118,0,0,12,6,2,0,0,1
64.0,192,118,0,0,13,6,2,0,0,1
65.0,195,126,0,0,13,6,2,0,0,1
66.0,198,126,0,0,13,6,2,0,0,1
67.0,201,126,0,0,14,6,2,0,0,1
68.0,204,134,0,0,14,6,2,0,0,1
69.0,207,134,0,0,14,7,2,0,0,1
70.0,210,137,0,0,14,7,2,0,0,1
71.0,213,137,0,0,14,7,2,0,0,1
72.0,216,137,0,0,14,7,2,0,0,1
73.0,219,137,0,0,14,7,2,0,0,1
74.0,222,137,0,0,15,7,2,0,0,1
75.0,225,145,0,0,15,7,2,0,0,1
76.0,228,145,0,0,15,7,2,0,0,1
77.0,231,145,0,0,15,7,2,0,0,1
78.0,234,145,0,0,15,7,2,0,0,1
79.0,237,145,0,0,15,7,2,0,0,1
80.0,240,145,0,0,15,7,2,0,0,1
81.0,243,145,0,0,15,7,2,0,0,1
82.0,246,145,0,0,15,7,2,0,0,1
83.0,249,145,0,0,15,7,2,0,0,1
84.0,252,145,0,0,16,7,2,0,0,1
85.0,255,153,0,0,16,7,2,0,0,1
86.0,258,153,0,0,16,7,2,0,0,1
87.0,261,153,0,0,16,7,3,0,0,1
88.0,264,155,0,0,17,7,3,0,0,1
89.0,267,163,0,0,17,7,3,0,0,1
90.0,270,163,0,0,17,7,3,0,0,1
91.0,273,163,0,0,17,7,3,0,0,1
92.0,276,163,0,0,17,7,3,0,0,1
93.0,279,163,0,0,17,7,3,0,0,1
94.0,282,163,0,0,17,8,3,0,0,1
95.0,285,166,0,0,17,8,3,0,0,1
96.0,288,166,0,0,18,8,3,0,0,1
97.0,291,174,0,0,18,8,3,0,0,1
98.0,294,174,0,0,18,8,3,0,0,1
99.0,297,174,0,0,18,8,3,0,0,1
100.0,300,174,0,0,19,8,3,0,0,1
101.0,303,182,0,0,19,9,3,0,0,1
102.0,306,185,0,0,19,9,3,0,0,1
103.0,309,185,0,0,19,10,3,0,0,1
104.0,312,188,0,0,20,10,3,0,0,1
105.0,315,196,0,0,20,10,3,0,0,1
106.0,318,196,0,0,20,10,3,0,0,1
107.0,321,196,0,0,20,10,3,0,0,1
108.0,324,196,0,0,20,10,3,0,0,1
109.0,327,196,0,0,20,11,3,0,0,1
110.0,330,199,0,0,20,11,3,0,0,1
111.0,333,199,0,0,21,11,3,0,0,1
112.0,336,207,0,0,21,11,3,0,0,1
113.0,339,207,0,0,21,12,3,0,0,1
114.0,342,210,0,0,21,12,3,0,0,1
115.0,345,210,0,0,21,12,3,0,0,1
116.0,348,210,0,0,21,12,3,0,0,1
117.0,351,210,0,0,22,12,3,0,0,1
118.0,354,218,0,0,22,12,3,0,0,1
119.0,357,218,0,0,22,12,3,0,0,1
120.0,360,218,0,0,22,12,3,0,0,1
121.0,363,218,0,0,22,12,3,0,0,1
122.0,366,218,0,0,22,12,3,0,0,1
123.0,369,218,0,0,22,13,3,0,0,1
124.0,372,221,0,0,22,13,3,0,0,1
125.0,375,221,0,0,22,14,3,0,0,1
126.0,378,224,0,0,23,14,3,0,0,1
127.0,381,232,0,0,23,14,3,0,0,1
128.0,384,232,0,0,23,14,3,0,0,1
129.0,387,232,0,0,23,14,3,0,0,1
130.0,390,232,0,0,23,14,3,0,0,1
131.0,393,232,0,0,23,14,4,0,0,1
132.0,396,234,0,0,23,14,4,0,0,1
133.0,399,234,0,0,23,14,4,0,0,1
134.0,402,234,0,0,23,14,4,0,0,1
135.0,405,234,0,0,23,14,4,0,0,1
136.0,408,234,0,0,23,14,4,0,0,1
137.0,411,234,0,0,23,15,4,0,0,1
138.0,414,237,0,0,23,15,4,0,0,1
139.0,417,237,0,0,24,15,4,0,0,1
140.0,420,245,0,0,24,15,4,0,0,1
141.0,423,245,0,0,24,16,4,0,0,1
142.0,426,248,0,0,24,16,4,0,0,1
143.0,429,248,0,0,24,16,4,0,0,1
144.0,432,248,0,0,24,16,4,0,0,1
145.0,435,248,0,0,24,16,4,0,0,1
146.0,438,248,0,0,25,16,4,0,0,1
147.0,441,256,0,0,25,16,4,0,0,1
148.0,444,256,0,0,26,16,4,0,0,1
149.0,447,264,0,0,26,16,4,0,0,1
150.0,450,264,0,0,27,16,4,0,0,1
151.0,453,272,0,0,27,16,4,0,0,1
152.0,456,272,0,0,27,16,4,0,0,1
153.0,459,272,0,0,27,16,4,0,0,1
154.0,462,272,0,0,27,16,4,0,0,1
155.0,465,272,0,0,27,16,4,0,0,1
156.0,468,272,0,0,27,16,4,0,0,1
157.0,471,272,0,0,27,17,4,0,0,1
158.0,474,275,0,0,27,17,4,0,0,1
159.0,477,275,0,0,27,17,4,0,0,1
160.0,480,275,0,0,27,17,4,0,0,1
161.0,483,275,0,0,28,17,4,0,0,1
162.0,486,283,0,0,28,17,4,0,0,1
163.0,489,283,0,0,28,17,4,0,0,1
164.0,492,283,0,0,28,17,4,0,0,1
