No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
1.0,3,0,0,0,0,0,0,0,0,2
2.0,6,0,0,0,0,0,0,0,0,2
3.0,9,0,0,0,0,0,0,0,0,2
4.0,12,0,0,0,1,0,0,0,0,2
5.0,15,8,0,0,1,0,0,0,0,2
6.0,18,8,0,0,1,0,0,0,0,2
7.0,21,8,0,0,1,0,0,0,0,2
8.0,24,8,0,0,1,0,0,0,0,2
9.0,27,8,0,0,1,0,0,0,0,2
10.0,30,8,0,0,1,0,0,0,0,2
11.0,33,8,0,0,2,0,0,0,0,2
12.0,36,16,0,0,2,0,0,0,0,2
13.0,39,16,0,0,2,1,0,0,0,2
14.0,42,19,0,0,3,1,0,0,0,2
15.0,45,27,0,0,3,1,0,0,0,2
16.0,48,27,0,0,4,1,0,0,0,2
17.0,51,35,0,0,4,1,0,0,0,2
18.0,54,35,0,0,4,2,0,0,0,2
19.0,57,38,0,0,4,2,0,0,0,2
20.0,60,38,0,0,4,2,0,0,0,2
21.0,63,38,0,0,4,2,0,0,0,2
22.0,66,38,0,0,4,2,0,0,0,2
23.0,69,38,0,0,5,2,0,0,0,2
24.0,72,46,0,0,5,2,0,0,0,2
25.0,75,46,0,0,6,2,0,0,0,2
26.0,78,54,0,0,7,2,0,0,0,2
27.0,81,62,0,0,7,2,0,0,0,2
28.0,84,62,0,0,7,2,0,0,0,2
29.0,87,62,0,0,7,2,0,0,0,2
30.0,90,62,0,0,8,2,0,0,0,2
31.0,93,70,0,0,8,3,0,0,0,2
32.0,96,73,0,0,8,3,0,0,0,2
33.0,99,73,0,0,8,3,0,0,0,2
34.0,102,73,0,0,8,3,0,0,0,2
35.0,105,73,0,0,8,3,0,0,0,2
36.0,108,73,0,0,8,3,0,0,0,2
37.0,111,73,0,0,8,3,0,0,0,2
38.0,114,73,0,0,8,4,0,0,0,2
39.0,117,76,0,0,8,5,0,0,0,2
40.0,120,79,0,0,8,5,0,0,0,2
41.0,123,79,0,0,8,5,0,0,0,2
42.0,126,79,0,0,8,6,0,0,0,2
43.0,129,82,0,0,9,6,0,0,0,2
44.0,132,90,0,0,10,6,0,0,0,2
45.0,135,98,0,0,10,6,0,0,0,2
46.0,138,98,0,0,10,6,0,0,0,2
47.0,141,98,0,0,10,6,0,0,0,2
48.0,144,98,0,0,10,6,0,0,0,2
49.0,147,98,0,0,10,6,0,0,0,2
50.0,150,98,0,0,10,6,0,0,0,2
51.0,153,98,0,0,10,6,0,0,0,2
52.0,156,98,0,0,10,6,0,0,0,2
53.0,159,98,0,0,10,6,0,0,0,2
54.0,162,98,0,0,11,6,0,0,0,2
55.0,165,106,0,0,12,6,0,0,0,2
56.0,168,114,0,0,12,6,0,0,0,2
57.0,171,114,0,0,13,6,0,0,0,2
58.0,174,122,0,0,13,6,0,0,0,2
59.0,177,122,0,0,13,6,0,0,0,2
60.0,180,122,0,0,13,6,0,0,0,2
61.0,183,122,0,0,13,6,0,0,0,2
62.0,186,122,0,0,13,6,0,0,0,2
63.0,189,122,0,0,13,6,0,0,0,2
64.0,192,122,0,0,13,7,0,0,0,2
65.0,195,125,0,0,13,7,0,0,0,2
66.0,198,125,0,0,14,7,0,0,0,2
67.0,201,133,0,0,14,7,0,0,0,2
68.0,204,133,0,0,14,7,0,0,0,2
69.0,207,133,0,0,14,7,0,0,0,2
70.0,210,133,0,0,14,7,0,0,0,2
71.0,213,133,0,0,14,8,0,0,0,2
72.0,216,136,0,0,14,8,0,0,0,2
73.0,219,136,0,0,14,8,0,0,0,2
74.0,222,136,0,0,14,8,0,0,0,2
75.0,225,136,0,0,14,8,0,0,0,2
76.0,228,136,0,0,14,8,0,0,0,2
77.0,231,136,0,0,15,8,0,0,0,2
78.0,234,144,0,0,15,8,0,0,0,2
79.0,237,144,0,0,15,8,0,0,0,2
80.0,240,144,0,0,15,8,0,0,0,2
81.0,243,144,0,0,15,8,0,0,0,2
82.0,246,144,0,0,15,8,0,0,0,2
83.0,249,144,0,0,15,8,0,0,0,2
84.0,252,144,0,0,15,8,0,0,0,2
85.0,255,144,0,0,15,8,0,0,0,2
86.0,258,144,0,0,15,8,0,0,0,2
87.0,261,144,0,0,15,8,0,0,0,2
88.0,264,144,0,0,15,8,0,0,0,2
89.0,267,144,0,0,16,8,0,0,0,2
90.0,270,152,0,0,16,8,0,0,0,2
91.0,273,152,0,0,16,8,0,0,0,2
92.0,276,152,0,0,16,8,0,0,0,2
93.0,279,152,0,0,16,9,0,0,0,2
94.0,282,155,0,0,17,9,0,0,0,2
95.0,285,163,0,0,17,9,0,0,0,2
96.0,288,163,0,0,17,10,0,0,0,2
97.0,291,166,0,0,18,10,0,0,0,2
98.0,294,174,0,0,18,10,0,0,0,2
99.0,297,174,0,0,18,10,0,0,0,2
100.0,300,174,0,0,18,11,0,0,0,2
101.0,303,177,0,0,18,12,0,0,0,2
102.0,306,180,0,0,18,13,0,0,0,2
103.0,309,183,0,0,18,13,0,0,0,2
104.0,312,183,0,0,18,13,0,0,0,2
105.0,315,183,0,0,18,14,0,0,0,2
106.0,318,186,0,0,18,14,0,0,0,2
107.0,321,186,0,0,18,14,0,0,0,2
108.0,324,186,0,0,19,14,0,0,0,2
109.0,327,194,0,0,20,14,0,0,0,2
110.0,330,202,0,0,21,14,0,0,0,2
111.0,333,210,0,0,21,14,0,0,0,2
112.0,336,210,0,0,21,14,0,0,0,2
113.0,339,210,0,0,21,15,0,0,0,2
114.0,342,213,0,0,21,15,0,0,0,2
115.0,345,213,0,0,21,15,0,0,0,2
116.0,348,213,0,0,21,16,0,0,0,2
117.0,351,216,0,0,21,16,1,0,0,2
118.0,354,218,0,0,22,16,1,0,0,2
119.0,357,226,0,0,22,17,1,0,0,2
120.0,360,229,0,0,22,17,1,0,0,2
121.0,363,229,0,0,23,17,1,0,0,2
122.0,366,237,0,0,23,17,1,0,0,2
123.0,369,237,0,0,23,17,1,0,0,2
124.0,372,237,0,0,23,17,2,0,0,2
125.0,375,239,0,0,23,17,2,0,0,2
126.0,378,239,0,0,23,17,2,0,0,2
127.0,381,239,0,0,23,17,2,0,0,2
128.0,384,239,0,0,23,18,2,0,0,2
129.0,387,242,0,0,23,18,2,0,0,2
130.0,390,242,0,0,23,18,2,0,0,2
131.0,393,242,0,0,23,19,2,0,0,2
132.0,396,245,0,0,23,20,2,0,0,2
133.0,399,248,0,0,23,20,2,0,0,2
134.0,402,248,0,0,23,20,2,0,0,2
135.0,405,248,0,0,23,21,2,0,0,2
136.0,408,251,0,0,23,21,2,0,0,2
137.0,411,251,0,0,23,21,2,0,0,2
138.0,414,251,0,0,23,21,2,0,0,2
139.0,417,251,0,0,23,21,2,0,0,2
140.0,420,251,0,0,23,21,2,0,0,2
141.0,423,251,0,0,23,21,2,0,0,2
142.0,426,251,0,0,23,22,2,0,0,2
143.0,429,254,0,0,24,22,2,0,0,2
144.0,432,262,0,0,24,22,2,0,0,2
145.0,435,262,0,0,24,22,2,0,0,2
146.0,438,262,0,0,25,22,2,0,0,2
147.0,441,270,0,0,25,22,2,0,0,2
148.0,444,270,0,0,25,22,2,0,0,2
149.0,447,270,0,0,25,22,2,0,0,2
150.0,450,270,0,0,25,22,2,0,0,2
151.0,453,270,0,0,25,22,2,0,0,2
152.0,456,270,0,0,25,22,2,0,0,2
153.0,459,270,0,0,25,22,2,0,0,2
154.0,462,270,0,0,25,22,2,0,0,2
155.0,465,270,0,0,26,22,2,0,0,2
156.0,468,278,0,0,26,22,2,0,0,2
157.0,471,278,0,0,26,22,2,0,0,2
158.0,474,278,0,0,26,22,2,0,0,2
159.0,477,278,0,0,27,22,2,0,0,2
160.0,480,286,0,0,28,22,2,0,0,2
161.0,483,294,0,0,28,22,2,0,0,2
162.0,486,294,0,0,28,23,2,0,0,2
163.0,489,297,0,0,28,23,2,0,0,2
164.0,492,297,0,0,29,23,2,0,0,2
165.0,495,305,0,0,29,23,2,0,0,2
166.0,498,305,0,0,30,23,2,0,0,2
167.0,501,313,0,0,31,23,2,0,0,2
168.0,504,321,0,0,31,23,2,0,0,2
169.0,507,321,0,0,31,23,2,0,0,2
170.0,510,321,0,0,31,23,2,0,0,2
171.0,513,321,0,0,31,23,2,0,0,2
172.0,516,321,0,0,31,23,2,0,0,2
173.0,517,321,0,1,31,23,2,0,0,2
174.0,562,618,0,1,31,23,2,0,0,2
175.0,565,618,0,1,32,23,2,0,0,2
176.0,568,626,0,1,32,24,2,0,0,2
177.0,571,629,0,1,33,24,2,0,0,2
178.0,574,637,0,1,33,24,2,0,0,2
179.0,577,637,0,1,33,24,2,0,0,2
180.0,580,637,0,1,34,24,2,0,0,2
181.0,583,645,0,1,34,24,2,0,0,2
182.0,586,645,0,1,34,25,2,0,0,2
183.0,589,648,0,1,34,25,2,0,0,2
184.0,592,648,0,1,34,26,2,0,0,2
185.0,595,651,0,1,34,26,2,0,0,2
186.0,598,651,0,1,34,26,2,0,0,2
187.0,601,651,0,1,35,26,2,0,0,2
188.0,604,659,0,1,36,26,2,0,0,2
189.0,607,667,0,1,36,27,2,0,0,2
190.0,610,670,0,1,36,27,2,0,0,2
191.0,613,670,0,1,36,27,2,0,0,2
192.0,616,670,0,1,36,27,2,0,0,2
193.0,619,670,0,1,37,27,2,0,0,2
194.0,622,678,0,1,37,27,2,0,0,2
195.0,625,678,0,1,37,27,2,0,0,2
196.0,628,678,0,1,38,27,2,0,0,2
197.0,631,686,0,1,38,27,2,0,0,2
198.0,634,686,0,1,38,27,2,0,0,2
199.0,637,686,0,1,38,27,2,0,0,2
200.0,640,686,0,1,38,27,2,0,0,2
201.0,643,686,0,1,38,27,2,0,0,2
202.0,646,686,0,1,39,27,2,0,0,2
203.0,649,694,0,1,39,27,2,0,0,2
204.0,652,694,0,1,39,27,2,0,0,2
205.0,655,694,0,1,39,27,2,0,0,2
206.0,658,694,0,1,40,27,2,0,0,2
207.0,661,702,0,1,40,27,2,0,0,2
208.0,664,702,0,1,40,27,2,0,0,2
209.0,667,702,0,1,40,27,2,0,0,2
210.0,670,702,0,1,40,27,2,0,0,2
211.0,673,702,0,1,40,28,2,0,0,2
212.0,676,705,0,1,40,29,2,0,0,2
213.0,679,708,0,1,40,30,2,0,0,2
214.0,682,711,0,1,40,30,2,0,0,2
215.0,685,711,0,1,40,30,2,0,0,2
216.0,688,711,0,1,40,30,2,0,0,2
217.0,691,711,0,1,40,31,2,0,0,2
218.0,694,714,0,1,40,31,2,0,0,2
219.0,697,714,0,1,40,31,2,0,0,2
220.0,700,714,0,1,40,31,2,0,0,2
221.0,703,714,0,1,41,31,2,0,0,2
222.0,706,722,0,1,41,32,2,0,0,2
223.0,709,725,0,1,41,32,2,0,0,2
224.0,712,725,0,1,42,32,2,0,0,2
225.0,715,733,0,1,42,32,2,0,0,2
226.0,718,733,0,1,42,32,2,0,0,2
227.0,721,733,0,1,42,32,2,0,0,2
228.0,724,733,0,1,42,33,2,0,0,2
229.0,727,736,0,1,42,33,2,0,0,2
230.0,730,736,0,1,42,33,2,0,0,2
231.0,733,736,0,1,42,33,2,0,0,2
232.0,736,736,0,1,42,33,2,0,0,2
233.0,739,736,0,1,43,33,2,0,0,2
234.0,742,744,0,1,43,33,2,0,0,2
235.0,745,744,0,1,43,33,2,0,0,2
236.0,748,744,0,1,43,33,2,0,0,2
237.0,751,744,0,1,43,33,2,0,0,2
238.0,754,744,0,1,43,33,2,0,0,2
239.0,757,744,0,1,43,33,2,0,0,2
240.0,760,744,0,1,43,34,2,0,0,2
241.0,763,747,0,1,44,34,2,0,0,2
242.0,766,755,0,1,44,34,2,0,0,2
243.0,769,755,0,1,44,34,2,0,0,2
244.0,772,755,0,1,44,34,2,0,0,2
245.0,775,755,0,1,44,34,3,0,0,2
246.0,778,757,0,1,44,35,3,0,0,2
247.0,781,760,0,1,44,36,3,0,0,2
248.0,784,763,0,1,44,36,3,0,0,2
249.0,787,763,0,1,45,36,3,0,0,2
250.0,790,771,0,1,45,36,3,0,0,2
251.0,793,771,0,1,45,36,3,0,0,2
252.0,796,771,0,1,46,36,3,0,0,2
253.0,799,779,0,1,46,37,3,0,0,2
254.0,802,782,0,1,46,37,3,0,0,2
255.0,805,782,0,1,46,37,3,0,0,2
256.0,808,782,0,1,46,37,3,0,0,2
257.0,811,782,0,1,46,37,3,0,0,2
258.0,814,782,0,1,46,37,3,0,0,2
259.0,817,782,0,1,46,38,3,0,0,2
260.0,820,785,0,1,46,38,3,0,0,2
261.0,823,785,0,1,46,38,3,0,0,2
262.0,826,785,0,1,46,38,3,0,0,2
263.0,829,785,0,1,46,38,3,0,0,2
264.0,832,785,0,1,46,38,3,0,0,2
265.0,833,785,0,2,46,38,3,0,0,2
266.0,878,1087,0,2,46,38,3,0,0,2
267.0,881,1087,0,2,46,38,3,0,0,2
268.0,884,1087,0,2,46,39,3,0,0,2
269.0,887,1090,0,2,47,39,3,0,0,2
270.0,890,1098,0,2,48,39,3,0,0,2
271.0,893,1106,0,2,48,39,3,0,0,2
272.0,896,1106,0,2,48,39,3,0,0,2
273.0,899,1106,0,2,48,39,3,0,0,2
274.0,902,1106,0,2,49,39,3,0,0,2
275.0,905,1114,0,2,49,39,4,0,0,2
276.0,908,1116,0,2,49,39,4,0,0,2
277.0,911,1116,0,2,49,39,4,0,0,2
278.0,914,1116,0,2,49,40,4,0,0,2
279.0,917,1119,0,2,49,40,4,0,0,2
280.0,920,1119,0,2,49,40,4,0,0,2
281.0,923,1119,0,2,49,40,4,0,0,2
282.0,926,1119,0,2,49,40,4,0,0,2
