No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
1.0,3,8,0,0,0,1,0,0,0,3
2.0,6,11,0,0,0,1,0,0,0,3
3.0,9,11,0,0,0,1,0,0,0,3
4.0,12,11,0,0,1,1,0,0,0,3
5.0,15,19,0,0,1,1,0,0,0,3
6.0,18,19,0,0,1,1,0,0,0,3
7.0,21,19,0,0,1,1,0,0,0,3
8.0,24,19,0,0,1,1,1,0,0,3
9.0,27,21,0,0,2,1,1,0,0,3
10.0,30,29,0,0,2,2,1,0,0,3
11.0,33,32,0,0,2,2,1,0,0,3
12.0,36,32,0,0,2,2,1,0,0,3
13.0,39,32,0,0,3,2,1,0,0,3
14.0,42,40,0,0,4,2,1,0,0,3
15.0,45,48,0,0,4,2,1,0,0,3
16.0,48,48,0,0,4,2,1,0,0,3
17.0,51,48,0,0,4,2,1,0,0,3
18.0,54,48,0,0,4,2,1,0,0,3
19.0,57,48,0,0,4,2,1,0,0,3
20.0,60,48,0,0,5,2,1,0,0,3
21.0,63,56,0,0,5,2,1,0,0,3
22.0,66,56,0,0,5,2,1,0,0,3
23.0,69,56,0,0,5,2,1,0,0,3
24.0,72,56,0,0,5,2,1,0,0,3
25.0,75,56,0,0,5,3,1,0,0,3
26.0,78,59,0,0,5,4,1,0,0,3
27.0,81,62,0,0,5,4,1,0,0,3
28.0,84,62,0,0,5,4,1,0,0,3
29.0,87,62,0,0,5,4,1,0,0,3
30.0,90,62,0,0,5,4,1,0,0,3
31.0,93,62,0,0,5,4,1,0,0,3
32.0,96,62,0,0,5,4,1,0,0,3
33.0,99,62,0,0,5,4,1,0,0,3
34.0,102,62,0,0,5,4,1,0,0,3
35.0,105,62,0,0,5,4,1,0,0,3
36.0,108,62,0,0,5,4,1,0,0,3
37.0,111,62,0,0,5,5,1,0,0,3
38.0,114,65,0,0,5,5,1,0,0,3
39.0,117,65,0,0,5,6,1,0,0,3
40.0,120,68,0,0,6,6,1,0,0,3
41.0,123,76,0,0,6,6,1,0,0,3
42.0,126,76,0,0,6,6,1,0,0,3
43.0,129,76,0,0,6,6,1,0,0,3
44.0,132,76,0,0,6,6,1,0,0,3
45.0,135,76,0,0,7,6,1,0,0,3
