No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
1.0,3,0,0,0,1,0,0,0,0,6
2.0,6,8,0,0,1,1,0,0,0,6
3.0,9,11,0,0,2,1,0,0,0,6
4.0,12,19,0,0,2,1,0,0,0,6
5.0,15,19,0,0,2,1,0,0,0,6
6.0,18,19,0,0,2,1,0,0,0,6
7.0,21,19,0,0,2,1,0,0,0,6
8.0,24,19,0,0,2,1,0,0,0,6
9.0,27,19,0,0,2,1,0,0,0,6
10.0,30,19,0,0,2,1,0,0,0,6
11.0,33,19,0,0,2,1,0,0,0,6
12.0,36,19,0,0,2,2,0,0,0,6
13.0,39,22,0,0,3,2,0,0,0,6
14.0,42,30,0,0,3,2,0,0,0,6
15.0,45,30,0,0,3,2,0,0,0,6
16.0,48,30,0,0,3,2,0,0,0,6
17.0,51,30,0,0,3,2,1,0,0,6
18.0,54,32,0,0,3,3,1,0,0,6
19.0,57,35,0,0,3,3,1,0,0,6
20.0,60,35,0,0,3,3,1,0,0,6
21.0,63,35,0,0,3,3,1,0,0,6
22.0,66,35,0,0,3,3,1,0,0,6
23.0,69,35,0,0,3,3,1,0,0,6
24.0,72,35,0,0,4,3,1,0,0,6
25.0,75,43,0,0,5,3,1,0,0,6
26.0,78,51,0,0,5,3,1,0,0,6
27.0,81,51,0,0,5,3,1,0,0,6
28.0,84,51,0,0,5,4,1,0,0,6
29.0,87,54,0,0,5,5,1,0,0,6
30.0,90,57,0,0,5,5,1,0,0,6
31.0,93,57,0,0,5,5,1,0,0,6
32.0,96,57,0,0,6,5,1,0,0,6
33.0,99,65,0,0,7,5,1,0,0,6
34.0,102,73,0,0,7,5,1,0,0,6
35.0,105,73,0,0,8,5,1,0,0,6
36.0,108,81,0,0,9,5,1,0,0,6
37.0,111,89,0,0,9,6,1,0,0,6
38.0,114,92,0,0,9,6,1,0,0,6
39.0,117,92,0,0,9,6,1,0,0,6
40.0,120,92,0,0,10,6,1,0,0,6
41.0,123,100,0,0,10,7,1,0,0,6
42.0,126,103,0,0,10,7,1,0,0,6
43.0,129,103,0,0,10,7,1,0,0,6
44.0,132,103,0,0,11,7,1,0,0,6
45.0,135,111,0,0,11,7,1,0,0,6
46.0,138,111,0,0,11,7,1,0,0,6
47.0,141,111,0,0,12,7,1,0,0,6
48.0,144,119,0,0,12,7,1,0,0,6
49.0,147,119,0,0,12,7,1,0,0,6
50.0,150,119,0,0,12,7,1,0,0,6
51.0,153,119,0,0,12,7,1,0,0,6
52.0,156,119,0,0,12,8,1,0,0,6
53.0,159,122,0,0,13,8,1,0,0,6
54.0,162,130,0,0,13,8,1,0,0,6
55.0,165,130,0,0,13,8,1,0,0,6
56.0,168,130,0,0,13,8,1,0,0,6
57.0,171,130,0,0,13,8,1,0,0,6
58.0,174,130,0,0,13,8,1,0,0,6
59.0,177,130,0,0,14,8,1,0,0,6
60.0,180,138,0,0,14,8,1,0,0,6
61.0,183,138,0,0,14,8,1,0,0,6
62.0,186,138,0,0,14,8,1,0,0,6
63.0,189,138,0,0,14,8,1,0,0,6
64.0,192,138,0,0,14,8,1,0,0,6
65.0,195,138,0,0,14,8,1,0,0,6
66.0,198,138,0,0,15,8,1,0,0,6
67.0,201,146,0,0,15,8,1,0,0,6
68.0,204,146,0,0,15,8,1,0,0,6
69.0,207,146,0,0,15,8,1,0,0,6
70.0,210,146,0,0,16,8,1,0,0,6
71.0,213,154,0,0,16,8,1,0,0,6
72.0,216,154,0,0,16,8,1,0,0,6
73.0,219,154,0,0,16,8,1,0,0,6
74.0,222,154,0,0,16,8,1,0,0,6
75.0,225,154,0,0,16,8,1,0,0,6
76.0,228,154,0,0,16,8,1,0,0,6
77.0,231,154,0,0,16,8,2,0,0,6
78.0,234,156,0,0,17,8,2,0,0,6
79.0,237,164,0,0,17,8,2,0,0,6
80.0,240,164,0,0,18,8,2,0,0,6
81.0,243,172,0,0,18,8,2,0,0,6
82.0,246,172,0,0,19,8,2,0,0,6
83.0,249,180,0,0,19,8,2,0,0,6
84.0,252,180,0,0,19,8,2,0,0,6
85.0,255,180,0,0,20,8,2,0,0,6
86.0,258,188,0,0,20,8,2,0,0,6
87.0,261,188,0,0,20,9,2,0,0,6
88.0,264,191,0,0,21,9,2,0,0,6
89.0,267,199,0,0,21,9,2,0,0,6
90.0,270,199,0,0,21,9,2,0,0,6
91.0,273,199,0,0,21,9,2,0,0,6
92.0,276,199,0,0,21,9,2,0,0,6
93.0,279,199,0,0,21,10,2,0,0,6
94.0,282,202,0,0,21,10,2,0,0,6
95.0,285,202,0,0,21,10,2,0,0,6
96.0,288,202,0,0,21,10,2,0,0,6
97.0,291,202,0,0,21,11,2,0,0,6
98.0,294,205,0,0,21,11,2,0,0,6
99.0,297,205,0,0,21,11,2,0,0,6
100.0,300,205,0,0,21,11,2,0,0,6
101.0,301,205,0,0,21,11,2,0,1,6
102.0,302,206,0,0,21,11,2,0,1,6
103.0,303,206,0,1,21,11,2,0,1,6
104.0,348,500,0,1,22,11,2,0,1,6
105.0,351,508,0,1,22,11,2,0,1,6
106.0,354,508,0,1,22,11,2,0,1,6
107.0,357,508,0,1,23,11,2,0,1,6
108.0,360,516,0,1,23,11,2,0,1,6
109.0,363,516,0,1,23,11,2,0,1,6
110.0,366,516,0,1,23,11,2,0,1,6
111.0,369,516,0,1,23,12,2,0,1,6
112.0,372,519,0,1,23,12,2,0,1,6
113.0,375,519,0,1,23,12,2,0,1,6
114.0,378,519,0,1,24,12,2,0,1,6
115.0,381,527,0,1,24,13,2,0,1,6
116.0,384,530,0,1,24,13,2,0,1,6
117.0,387,530,0,1,24,13,2,0,1,6
118.0,390,530,0,1,25,13,2,0,1,6
119.0,393,538,0,1,25,13,2,0,1,6
120.0,396,538,0,1,25,13,2,0,1,6
121.0,399,538,0,1,26,13,2,0,1,6
122.0,402,546,0,1,26,14,2,0,1,6
123.0,405,549,0,1,26,14,2,0,1,6
124.0,408,549,0,1,26,14,2,0,1,6
125.0,411,549,0,1,26,14,2,0,1,6
126.0,414,549,0,1,26,15,2,0,1,6
127.0,417,552,0,1,26,15,2,0,1,6
128.0,420,552,0,1,26,16,2,0,1,6
129.0,423,555,0,1,26,16,2,0,1,6
130.0,426,555,0,1,26,16,2,0,1,6
131.0,429,555,0,1,26,16,2,0,1,6
132.0,432,555,0,1,26,16,2,0,1,6
133.0,435,555,0,1,26,16,2,0,1,6
134.0,438,555,0,1,27,16,2,0,1,6
135.0,441,563,0,1,27,17,2,0,1,6
136.0,444,566,0,1,27,17,2,0,1,6
137.0,447,566,0,1,28,17,2,0,1,6
138.0,450,574,0,1,28,17,2,0,1,6
139.0,453,574,0,1,29,17,2,0,1,6
140.0,456,582,0,1,30,17,2,0,1,6
141.0,459,590,0,1,31,17,2,0,1,6
142.0,462,598,0,1,31,17,2,0,1,6
143.0,465,598,0,1,31,17,2,0,1,6
144.0,468,598,0,1,31,17,2,0,1,6
145.0,471,598,0,1,32,17,2,0,1,6
146.0,474,606,0,1,32,17,2,0,1,6
147.0,477,606,0,1,32,17,2,0,1,6
148.0,480,606,0,1,32,18,2,0,1,6
149.0,483,609,0,1,32,18,2,0,1,6
150.0,486,609,0,1,32,18,2,0,1,6
151.0,489,609,0,1,32,18,2,0,1,6
152.0,492,609,0,1,32,18,2,0,1,6
153.0,495,609,0,1,32,18,2,0,1,6
154.0,498,609,0,1,32,18,3,0,1,6
155.0,501,611,0,1,33,18,3,0,1,6
156.0,504,619,0,1,33,18,3,0,1,6
157.0,507,619,0,1,33,18,3,0,1,6
158.0,510,619,0,1,33,18,3,0,1,6
159.0,513,619,0,1,33,18,3,0,1,6
160.0,516,619,0,1,34,18,3,0,1,6
161.0,519,627,0,1,34,18,3,0,1,6
162.0,522,627,0,1,34,18,3,0,1,6
163.0,525,627,0,1,34,18,3,0,1,6
164.0,528,627,0,1,34,18,3,0,1,6
165.0,531,627,0,1,34,18,3,0,1,6
166.0,534,627,0,1,34,18,3,0,1,6
167.0,537,627,0,1,34,18,3,0,1,6
168.0,538,627,0,2,34,18,3,0,1,6
169.0,583,924,0,2,34,18,3,0,1,6
170.0,586,924,0,2,34,18,3,0,1,6
171.0,589,924,0,2,34,19,3,0,1,6
172.0,592,927,0,2,34,19,3,0,1,6
173.0,595,927,0,2,34,19,3,0,1,6
174.0,598,927,0,2,34,19,3,0,1,6
175.0,601,927,0,2,34,19,3,0,1,6
176.0,604,927,0,2,34,19,3,0,1,6
177.0,607,927,0,2,34,19,3,0,1,6
178.0,610,927,0,2,35,19,3,0,1,6
179.0,613,935,0,2,35,19,3,0,1,6
180.0,616,935,0,2,35,19,3,0,1,6
181.0,619,935,0,2,36,19,3,0,1,6
182.0,622,943,0,2,36,19,3,0,1,6
183.0,625,943,0,2,36,19,3,0,1,6
184.0,628,943,0,2,36,19,3,0,1,6
185.0,629,943,1,2,36,19,3,0,1,6
186.0,648,1055,1,2,36,19,3,0,1,6
187.0,651,1055,1,2,36,19,3,0,1,6
188.0,654,1055,1,2,36,19,3,0,1,6
189.0,657,1055,1,2,37,19,3,0,1,6
190.0,660,1063,1,2,38,19,3,0,1,6
191.0,663,1071,1,2,38,19,3,0,1,6
192.0,666,1071,1,2,38,19,3,0,1,6
193.0,669,1071,1,2,38,20,3,0,1,6
194.0,672,1074,1,2,38,20,3,0,1,6
195.0,675,1074,1,2,38,21,3,0,1,6
196.0,678,1077,1,2,38,21,3,0,1,6
197.0,681,1077,1,2,39,21,3,0,1,6
198.0,684,1085,1,2,39,21,3,0,1,6
199.0,687,1085,1,2,39,21,3,0,1,6
200.0,690,1085,1,2,39,21,3,0,1,6
201.0,693,1085,1,2,39,22,3,0,1,6
202.0,696,1088,1,2,40,22,3,0,1,6
203.0,699,1096,1,2,40,22,3,0,1,6
204.0,702,1096,1,2,40,22,3,0,1,6
205.0,705,1096,1,2,40,22,3,0,1,6
206.0,708,1096,1,2,41,22,3,0,1,6
207.0,711,1104,1,2,42,22,3,0,1,6
208.0,714,1112,1,2,42,22,3,0,1,6
209.0,717,1112,1,2,43,22,3,0,1,6
210.0,720,1120,1,2,44,22,3,0,1,6
211.0,723,1128,1,2,44,22,3,0,1,6
212.0,726,1128,1,2,44,22,3,0,1,6
213.0,729,1128,1,2,45,22,3,0,1,6
214.0,730,1136,1,2,45,22,3,0,2,6
215.0,731,1137,1,2,45,22,3,0,2,6
216.0,732,1137,2,2,45,22,3,0,2,6
217.0,751,1249,2,2,45,22,3,0,2,6
218.0,754,1249,2,2,45,22,3,0,2,6
219.0,757,1249,2,2,46,22,3,0,2,6
220.0,760,1257,2,2,46,22,3,0,2,6
221.0,763,1257,2,2,46,23,3,0,2,6
222.0,766,1260,2,2,46,24,3,0,2,6
223.0,769,1263,2,2,46,25,3,0,2,6
224.0,772,1266,2,2,47,25,3,0,2,6
225.0,775,1274,2,2,47,25,3,0,2,6
226.0,778,1274,2,2,48,25,3,0,2,6
227.0,781,1282,2,2,48,25,3,0,2,6
228.0,784,1282,2,2,48,25,3,0,2,6
229.0,787,1282,2,2,48,26,3,0,2,6
230.0,790,1285,2,2,48,26,3,0,2,6
231.0,793,1285,2,2,48,26,3,0,2,6
232.0,796,1285,2,2,48,26,3,0,2,6
233.0,799,1285,2,2,48,26,3,0,2,6
234.0,802,1285,2,2,48,26,3,0,2,6
235.0,805,1285,2,2,49,26,3,0,2,6
236.0,808,1293,2,2,49,26,3,0,2,6
237.0,811,1293,2,2,49,26,3,0,2,6
238.0,814,1293,2,2,49,26,3,0,2,6
239.0,817,1293,2,2,49,26,3,0,2,6
240.0,820,1293,2,2,50,26,3,0,2,6
241.0,823,1301,2,2,50,26,3,0,2,6
242.0,826,1301,2,2,50,27,3,0,2,6
243.0,829,1304,2,2,50,27,3,0,2,6
244.0,832,1304,2,2,50,27,3,0,2,6
245.0,835,1304,2,2,50,27,3,0,2,6
246.0,838,1304,2,2,50,28,3,0,2,6
247.0,841,1307,2,2,50,28,3,0,2,6
248.0,844,1307,2,2,50,28,3,0,2,6
249.0,847,1307,2,2,50,28,3,0,2,6
250.0,850,1307,2,2,50,28,3,0,2,6
251.0,853,1307,2,2,50,28,3,0,2,6
252.0,856,1307,2,2,50,28,3,0,2,6
253.0,859,1307,2,2,50,28,3,0,2,6
254.0,862,1307,2,2,51,28,3,0,2,6
255.0,865,1315,2,2,52,28,3,0,2,6
256.0,868,1323,2,2,52,28,3,0,2,6
257.0,871,1323,2,2,53,28,3,0,2,6
258.0,874,1331,2,2,53,28,3,0,2,6
259.0,877,1331,2,2,53,29,3,0,2,6
260.0,880,1334,2,2,53,29,3,0,2,6
261.0,883,1334,2,2,54,29,3,0,2,6
262.0,886,1342,2,2,54,30,3,0,2,6
263.0,889,1345,2,2,54,31,3,0,2,6
264.0,892,1348,2,2,54,31,3,0,2,6
265.0,895,1348,2,2,54,31,3,0,2,6
266.0,898,1348,2,2,55,31,3,0,2,6
