No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
1.0,3,0,0,0,0,0,0,0,0,5
2.0,6,0,0,0,0,0,0,0,0,5
3.0,9,0,0,0,0,0,0,0,0,5
4.0,12,0,0,0,0,0,0,0,0,5
5.0,15,0,0,0,0,1,0,0,0,5
6.0,18,3,0,0,1,1,0,0,0,5
7.0,21,11,0,0,1,1,0,0,0,5
8.0,24,11,0,0,1,1,0,0,0,5
9.0,27,11,0,0,1,1,0,0,0,5
10.0,30,11,0,0,1,1,0,0,0,5
11.0,33,11,0,0,1,1,0,0,0,5
12.0,36,11,0,0,1,1,0,0,0,5
13.0,39,11,0,0,1,1,0,0,0,5
14.0,42,11,0,0,1,1,0,0,0,5
15.0,43,11,0,1,1,1,0,0,0,5
16.0,88,305,0,1,2,1,0,0,0,5
17.0,91,313,0,1,2,1,1,0,0,5
18.0,94,315,0,1,2,1,1,0,0,5
19.0,97,315,0,1,2,1,1,0,0,5
20.0,100,315,0,1,2,1,1,0,0,5
21.0,103,315,0,1,2,2,1,0,0,5
22.0,106,318,0,1,2,3,1,0,0,5
23.0,109,321,0,1,3,3,1,0,0,5
24.0,112,329,0,1,4,3,1,0,0,5
25.0,115,337,0,1,5,3,1,0,0,5
26.0,118,345,0,1,5,4,1,0,0,5
27.0,121,348,0,1,5,4,1,0,0,5
28.0,124,348,0,1,5,4,1,0,0,5
29.0,127,348,0,1,5,4,1,0,0,5
30.0,130,348,0,1,5,4,1,0,0,5
31.0,133,348,0,1,5,4,1,0,0,5
32.0,136,348,0,1,5,5,1,0,0,5
33.0,139,351,0,1,5,5,1,0,0,5
34.0,142,351,0,1,6,5,1,0,0,5
35.0,145,359,0,1,6,6,1,0,0,5
36.0,148,362,0,1,6,6,1,0,0,5
37.0,151,362,0,1,6,6,1,0,0,5
38.0,154,362,0,1,6,7,1,0,0,5
39.0,157,365,0,1,6,7,1,0,0,5
40.0,160,365,0,1,6,7,1,0,0,5
41.0,163,365,0,1,7,7,1,0,0,5
42.0,166,373,0,1,7,7,1,0,0,5
43.0,169,373,0,1,7,7,1,0,0,5
44.0,172,373,0,1,7,7,2,0,0,5
45.0,175,375,0,1,7,7,2,0,0,5
46.0,178,375,0,1,7,7,2,0,0,5
47.0,181,375,0,1,7,7,2,0,0,5
48.0,184,375,0,1,7,8,2,0,0,5
49.0,187,378,0,1,7,8,2,0,0,5
50.0,190,378,0,1,7,8,2,0,0,5
51.0,193,378,0,1,7,8,2,0,0,5
52.0,196,378,0,1,7,8,2,0,0,5
53.0,199,378,0,1,7,8,2,0,0,5
54.0,202,378,0,1,7,8,2,0,0,5
55.0,205,378,0,1,7,8,2,0,0,5
56.0,208,378,0,1,7,8,2,0,0,5
57.0,211,378,0,1,7,8,2,0,0,5
58.0,214,378,0,1,7,8,2,0,0,5
59.0,217,378,0,1,7,9,2,0,0,5
60.0,220,381,0,1,7,9,3,0,0,5
61.0,223,383,0,1,7,9,3,0,0,5
62.0,226,383,0,1,7,9,3,0,0,5
63.0,229,383,0,1,7,9,3,0,0,5
64.0,232,383,0,1,7,9,3,0,0,5
65.0,235,383,0,1,7,9,3,0,0,5
66.0,238,383,0,1,7,9,3,0,0,5
67.0,241,383,0,1,7,9,3,0,0,5
68.0,244,383,0,1,7,9,3,0,0,5
69.0,247,383,0,1,7,9,3,0,0,5
70.0,250,383,0,1,7,9,3,0,0,5
71.0,253,383,0,1,7,9,3,0,0,5
72.0,256,383,0,1,7,10,3,0,0,5
73.0,259,386,0,1,7,10,3,0,0,5
74.0,262,386,0,1,7,10,3,0,0,5
75.0,265,386,0,1,8,10,3,0,0,5
76.0,268,394,0,1,9,10,3,0,0,5
77.0,271,402,0,1,9,11,3,0,0,5
78.0,274,405,0,1,9,11,3,0,0,5
79.0,277,405,0,1,9,11,3,0,0,5
80.0,280,405,0,1,9,11,3,0,0,5
81.0,283,405,0,1,9,11,3,0,0,5
82.0,286,405,0,1,10,11,3,0,0,5
83.0,289,413,0,1,10,11,3,0,0,5
84.0,292,413,0,1,11,11,3,0,0,5
85.0,295,421,0,1,11,11,3,0,0,5
86.0,298,421,0,1,11,11,3,0,0,5
87.0,301,421,0,1,11,12,3,0,0,5
88.0,304,424,0,1,11,12,3,0,0,5
89.0,307,424,0,1,12,12,3,0,0,5
90.0,310,432,0,1,12,12,3,0,0,5
91.0,313,432,0,1,13,12,3,0,0,5
92.0,316,440,0,1,13,12,3,0,0,5
93.0,319,440,0,1,13,12,3,0,0,5
94.0,322,440,0,1,14,12,3,0,0,5
95.0,325,448,0,1,14,12,3,0,0,5
96.0,328,448,0,1,15,12,3,0,0,5
97.0,331,456,0,1,15,12,3,0,0,5
98.0,334,456,0,1,16,12,3,0,0,5
99.0,337,464,0,1,17,12,3,0,0,5
100.0,340,472,0,1,17,12,3,0,0,5
101.0,343,472,0,1,17,12,3,0,0,5
102.0,346,472,0,1,17,12,3,0,0,5
103.0,349,472,0,1,17,12,3,0,0,5
104.0,352,472,0,1,17,12,3,0,0,5
105.0,355,472,0,1,17,12,3,0,0,5
106.0,358,472,0,1,17,12,3,0,0,5
107.0,361,472,0,1,18,12,3,0,0,5
108.0,364,480,0,1,18,12,3,0,0,5
109.0,367,480,0,1,18,13,3,0,0,5
110.0,370,483,0,1,18,13,3,0,0,5
111.0,373,483,0,1,18,14,3,0,0,5
112.0,376,486,0,1,18,14,3,0,0,5
113.0,379,486,0,1,18,14,3,0,0,5
114.0,382,486,0,1,18,14,3,0,0,5
115.0,385,486,0,1,18,14,3,0,0,5
116.0,388,486,0,1,18,14,3,0,0,5
117.0,391,486,0,1,18,14,3,0,0,5
118.0,394,486,0,1,18,14,3,0,0,5
119.0,397,486,0,1,19,14,3,0,0,5
120.0,400,494,0,1,20,14,3,0,0,5
121.0,403,502,0,1,20,14,3,0,0,5
122.0,406,502,0,1,20,14,3,0,0,5
123.0,409,502,0,1,20,14,3,0,0,5
124.0,412,502,0,1,20,14,3,0,0,5
125.0,415,502,0,1,20,14,3,0,0,5
126.0,418,502,0,1,20,14,3,0,0,5
127.0,421,502,0,1,20,14,3,0,0,5
128.0,424,502,0,1,20,14,3,0,0,5
129.0,427,502,0,1,20,14,3,0,0,5
130.0,430,502,0,1,20,14,3,0,0,5
131.0,433,502,0,1,20,14,3,0,0,5
132.0,436,502,0,1,20,14,3,0,0,5
133.0,439,502,0,1,21,14,3,0,0,5
134.0,442,510,0,1,21,14,3,0,0,5
135.0,445,510,0,1,21,14,3,0,0,5
136.0,448,510,0,1,21,14,3,0,0,5
137.0,451,510,0,1,21,14,3,0,0,5
138.0,454,510,0,1,21,14,3,0,0,5
139.0,457,510,0,1,21,15,3,0,0,5
140.0,460,513,0,1,21,16,3,0,0,5
141.0,463,516,0,1,22,16,3,0,0,5
142.0,466,524,0,1,22,16,3,0,0,5
143.0,469,524,0,1,23,16,3,0,0,5
144.0,472,532,0,1,23,16,3,0,0,5
145.0,475,532,0,1,23,16,3,0,0,5
146.0,478,532,0,1,23,16,3,0,0,5
147.0,481,532,0,1,24,16,3,0,0,5
148.0,484,540,0,1,24,16,3,0,0,5
149.0,485,540,1,1,24,16,3,0,0,5
150.0,504,652,1,1,24,16,3,0,0,5
151.0,507,652,1,1,25,16,3,0,0,5
152.0,510,660,1,1,25,16,3,0,0,5
153.0,513,660,1,1,25,16,3,0,0,5
154.0,516,660,1,1,25,16,3,0,0,5
155.0,519,660,1,1,25,16,3,0,0,5
156.0,522,660,1,1,25,16,3,0,0,5
157.0,525,660,1,1,26,16,3,0,0,5
